question_id,question,a,b,c,d,ans,topic,subtopic,diff
429,"if the matrix $ a=\ \left[\begin{matrix}5&2&x\\y&2&-3\\4&t&-7\\\end{matrix}\right] $ is a symmetric matrix  then find the values of $ x\  $, $ y\  $and $ t $ respectively.","4 , 2 , $ - $3","4 , 2 , $ - $4","4 , 2 , $ 7 $","2 , 4 , $ 7 $",a,matrices,none,1
430,"if a matrix $ a $ is both symmetric and skew-symmetric , then",$ a $ is a zero matrix,$ a $ is a diagonal matrix,$ a $ is a square matrix,$ \ a $ is a scalar matrix,a,matrices,none,1
431,the matrix $ \left[\begin{matrix}0&5&-7\\-5&0&11\\7&-11&0\\\end{matrix}\right] $ is,a symmetric matrix,a skew-symmetric matrix,a identity matrix,an triangular matrix,b,matrices,none,1
432,"if $ a $ is a symmetric matrix and $ n\in n\  $, then $ a^n $ is",skew-symmetric matrix,a diagonal matrix,symmetric matrix,none of these,c,matrices,none,1
433,"if $ a=\left[\begin{matrix}2&0&-3\\4&3&1\\-5&7&2\\\end{matrix}\right] $ is expressed as the sum of a symmetric matrix b and skew-symmetric matrix c , then c is",$ \left[\begin{matrix}2&2&4\\2&3&4\\4&4&2\\\end{matrix}\right] $,$ \left[\begin{matrix}0&-2&1\\2&0&-3\\-1&3&0\\\end{matrix}\right] $,$ \left[\begin{matrix}2&4&-5\\0&3&7\\3&1&2\\\end{matrix}\right] $,$ \left[\begin{matrix}-1&0&0\\0&-1&0\\0&0&-1\\\end{matrix}\right] $,b,matrices,none,2
434,find the inverse of following matrix by using elementary row transformations $$  \left[\begin{matrix}5&-2\\2&-1\\\end{matrix}\right]  $$,$ \left[\begin{matrix}1&-2\\2&-5\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-2\\-2&-5\\\end{matrix}\right] $,$ \left[\begin{matrix}2&3\\2&5\\\end{matrix}\right] $,$ \left[\begin{matrix}2&3\\3&5\\\end{matrix}\right] $,a,matrices,none,2
435,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}1&-6\\3&-5\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}5&-6\\2&-2\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}5&-4\\-2&2\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}-5&6\\-3&-1\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}-5&6\\-3&1\\\end{matrix}\right] $,d,matrices,none,2
436,find the inverse of following matrix by using elementary row transformations $$  \left[\begin{matrix}-7&1\\4&3\\\end{matrix}\right]  $$,$ \frac{1}{25}\left[\begin{matrix}-3&-1\\-4&7\\\end{matrix}\right] $,$ \frac{1}{25}\left[\begin{matrix}-3&1\\\ \ \ 4&7\\\end{matrix}\right] $,$ \frac{1}{25}\left[\begin{matrix}-2&2\\-4&28\\\end{matrix}\right] $,$ \frac{1}{25}\left[\begin{matrix}-3&2\\4&-6\\\end{matrix}\right] $,b,matrices,none,2
437,find the inverse of following matrix by using elementary row transformations $$  \left[\begin{matrix}1&2&3\\0&1&2\\3&1&1\\\end{matrix}\right]  $$,$ \left[\begin{matrix}-1/2&1/2&1/2\\3&-4&-1\\-3/2&5/2&1/2\\\end{matrix}\right] $,$ \left[\begin{matrix}1/2&1/2&1/2\\3&5&1\\3/2&5/2&1/2\\\end{matrix}\right] $,$ \left[\begin{matrix}1/2&1/2&1/2\\3&1&2\\3/2&5/2&1/2\\\end{matrix}\right] $,$ \left[\begin{matrix}-1/2&-1/2&1/2\\3&-4&-1\\-3/2&5/2&1/2\\\end{matrix}\right] $,a,matrices,none,2
438,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}2&0&3\\5&1&0\\0&1&-1\\\end{matrix}\right] $,$ \frac{1}{23}\left[\begin{matrix}3&-2&2\\5&2&-5\\5&-5&3\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}1&3&2\\5&2&15\\5&2&2\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}-1&3&-3\\5&-2&15\\5&-2&2\\\end{matrix}\right] $,$ \frac{1}{13}\left[\begin{matrix}3&1&2\\5&5&-5\\15&5&3\\\end{matrix}\right] $,c,matrices,none,2
439,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}2&3&1\\3&7&2\\2&4&1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&1&1\\1&0&1\\2&5&2\\\end{matrix}\right] $,$ \left[\begin{matrix}1&1&-1\\1&2&0\\2&2&-5\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-1&1\\-1&0&2\\2&-2&1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-1&1\\-1&0&1\\2&2&-5\\\end{matrix}\right] $,d,matrices,none,2
440,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}0&-1&1\\2&-3&4\\3&-3&4\\\end{matrix}\right] $,$ \left[\begin{matrix}0&-1&1\\-4&3&-2\\-3&3&-2\\\end{matrix}\right] $,$ \left[\begin{matrix}0&-1&0\\-4&3&2\\-3&3&3\\\end{matrix}\right] $,$ \left[\begin{matrix}0&-1&1\\-2&3&-4\\-3&3&-3\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-1&2\\2&3&-4\\3&3&-2\\\end{matrix}\right] $,a,matrices,none,2
441,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}2&3&-1\\1&2&0\\1&-1&3\\\end{matrix}\right] $,$ \left[\begin{matrix}1&4/3&1/2\\-1/3&7/6&5/6\\-1/2&5/3&1/6\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-4/3&1/2\\1/2&7/6&2/3\\1/2&5/3&1/4\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-4/3&1/3\\-1/2&7/6&-1/6\\-1/2&5/6&1/6\\\end{matrix}\right] $,$ \left[\begin{matrix}1&4/3&1/2\\1/2&1&2/3\\1/2&5/3&1/4\\\end{matrix}\right] $,c,matrices,none,2
442,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}3&-1&2\\4&2&1\\1&1&3\\\end{matrix}\right] $,$ \frac{1}{30}\left[\begin{matrix}5&5&-5\\-11&7&5\\2&-4&10\\\end{matrix}\right] $,$ \frac{1}{30}\left[\begin{matrix}3&5&0\\11&3&5\\2&-4&10\\\end{matrix}\right] $,$ \frac{1}{30}\left[\begin{matrix}3&2&10\\-1&7&-5\\2&-4&10\\\end{matrix}\right] $,$ \frac{1}{30}\left[\begin{matrix}4&5&10\\-1&7&-5\\2&-4&10\\\end{matrix}\right] $,a,matrices,none,2
443,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}1&1&2\\1&3&1\\3&2&1\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}1&-3&5\\-2&4&-2\\7&-1&-2\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}-1&-3&5\\-2&5&-1\\7&-1&-2\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}1&2&5\\2&5&-1\\7&-1&-2\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}1&-3&5\\-1&5&-1\\7&-1&-2\\\end{matrix}\right] $,b,matrices,none,2
444,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}10&3\\7&2\\\end{matrix}\right] $,$ \left[\begin{matrix}-2&3\\7&-10\\\end{matrix}\right] $,$ \left[\begin{matrix}-2&4\\7&-10\\\end{matrix}\right] $,$ \left[\begin{matrix}2&4\\7&9\\\end{matrix}\right] $,$ \left[\begin{matrix}-3&3\\7&-8\\\end{matrix}\right] $,a,matrices,none,2
445,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}6&8\\5&4\\\end{matrix}\right] $,$ \left[\begin{matrix}1/2&1/2\\1/6&-3/9\\\end{matrix}\right] $,$ \left[\begin{matrix}1/3&1/2\\1/6&-3/8\\\end{matrix}\right] $,$ \left[\begin{matrix}1/2&1/2\\1/4&-3/8\\\end{matrix}\right] $,$ \left[\begin{matrix}-1/4&1/2\\5/16&-3/8\\\end{matrix}\right] $,d,matrices,none,2
446,find the inverse of following matrix by using elementary row transformations $ \left[\begin{matrix}3&3\\2&5\\\end{matrix}\right] $,$ \frac{1}{9}\left[\begin{matrix}4&-3\\-2&1\\\end{matrix}\right] $,$ \frac{1}{9}\left[\begin{matrix}5&-3\\-2&3\\\end{matrix}\right] $,$ \frac{1}{9}\left[\begin{matrix}5&-3\\-2&6\\\end{matrix}\right] $,$ \frac{1}{9}\left[\begin{matrix}-5&-3\\-2&4\\\end{matrix}\right] $,b,matrices,none,2
447,find the inverse of the matrix$ \ a=\left[\begin{matrix}0&2&-2\\-1&3&0\\1&-2&1\\\end{matrix}\right] $ by using elementary row transformations.,$ \frac{1}{4}\left[\begin{matrix}3&2&6\\1&2&2\\-1&2&2\\\end{matrix}\right] $,$ \frac{1}{4}\left[\begin{matrix}4&2&6\\1&3&2\\-1&2&2\\\end{matrix}\right] $,$ \frac{1}{4}\left[\begin{matrix}4&2&6\\1&2&2\\-1&4&3\\\end{matrix}\right] $,$ \frac{1}{4}\left[\begin{matrix}3&2&6\\3&2&2\\-1&2&2\\\end{matrix}\right] $,a,matrices,none,2
448,"using elementary row transformations, find the inverse of the matrix $ a=\left[\begin{matrix}3&-1&-2\\2&0&-1\\3&-5&0\\\end{matrix}\right] $.",$ \left[\begin{matrix}-5/8&5/4&1/8\\-3/8&3/4&-1/8\\-5/4&3/2&1/4\\\end{matrix}\right] $,$ \left[\begin{matrix}5/8&5/4&2/8\\3/8&3/4&-1/8\\3/4&3/2&1/4\\\end{matrix}\right] $,$ \left[\begin{matrix}5/8&5/4&1/8\\-3/8&3/4&1/8\\3/4&3/2&1/4\\\end{matrix}\right] $,$ \left[\begin{matrix}5/9&5/4&2/8\\3/8&3/4&1/8\\3/4&3/2&-1/4\\\end{matrix}\right] $,a,matrices,none,2
449,let $ a=\left[\begin{matrix}1&2\\-5&1\\\end{matrix}\right] $ and $ a^{-1}=xa+yi $ then the values of $ x $ and $ y $ respectively are,"$ \frac{1}{11},\frac{2}{11} $","$ \frac{1}{11},\frac{-2}{11} $","$ \frac{-1}{11},\frac{2}{11} $","$ \frac{-1}{11},\frac{-2}{11} $",c,matrices,none,2
450,"if $ a=\left[\begin{matrix}1&2\\3&-5\\\end{matrix}\right] $, then $ a^{-1} $ is equal to",$ \frac{1}{11}\left[\begin{matrix}5&2\\3&-1\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}5&-2\\3&-1\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}-5&\ \ \ 2\\\ \ \ 3&-1\\\end{matrix}\right] $,$ \frac{1}{11}\left[\begin{matrix}5&2\\3&1\\\end{matrix}\right] $,a,matrices,none,2
451,"the inverse of $ a=\left[\begin{matrix}1&2&5\\2&3&1\\-1&1&1\\\end{matrix}\right] $ by elementary row transformations, is",$ \left[\begin{matrix}2/21&-1/7&-13/7\\-1/7&2/21&3/7\\5/7&-1/7&-1/21\\\end{matrix}\right] $,$ \left[\begin{matrix}2/7&1/21&-23/21\\-1/7&2/22&30/21\\-5/7&-1/21&-1/7\\\end{matrix}\right] $,$ \left[\begin{matrix}2/21&1/7&-13/21\\-1/7&2/7&3/7\\5/21&-1/7&-1/21\\\end{matrix}\right] $,none of these,c,matrices,none,2
452,"find $ p^{-1} $, if exists and given $ p=\left[\begin{matrix}10&-2\\-5&1\\\end{matrix}\right] $.",$ \left[\begin{matrix}2&2\\6&10\\\end{matrix}\right] $,$ \left[\begin{matrix}1&2\\7&10\\\end{matrix}\right] $,$ p^{-1} $ does not exist,$ \left[\begin{matrix}1&2\\-4&10\\\end{matrix}\right] $,c,matrices,none,1
453,"using elementary transformations, find the inverse of the matrix $ \left[\begin{matrix}1&2&3\\2&5&7\\-2&-4&-5\\\end{matrix}\right] $.",$ \left[\begin{matrix}3&-2&-1\\-4&1&-1\\2&0&1\\\end{matrix}\right] $,$ \left[\begin{matrix}3&-3&3\\-4&2&-1\\2&-2&1\\\end{matrix}\right] $,$ \left[\begin{matrix}3&3&3\\4&1&1\\2&0&1\\\end{matrix}\right] $,$ \left[\begin{matrix}3&2&1\\4&2&1\\2&0&1\\\end{matrix}\right] $,a,matrices,none,2
454,"using elementary transformations, find the inverse of matrix $ \left[\begin{matrix}-1&1&2\\1&2&3\\3&1&1\\\end{matrix}\right] $",$ \left[\begin{matrix}1&-2&1\\-3&4&-5\\5&-5&3\\\end{matrix}\right] $,$ \left[\begin{matrix}2&-1&1\\-6&8&-5\\-5&-4&3\\\end{matrix}\right] $,$ \left[\begin{matrix}2&-1&1\\-6&3&-5\\5&-4&3\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-1&1\\-8&7&-5\\5&-4&3\\\end{matrix}\right] $,d,matrices,none,2
455,"using elementary row transformations, find inverse of matrix  $ \left[\begin{matrix}6&5\\5&4\\\end{matrix}\right] $.",$ \left[\begin{matrix}4&5\\-5&3\\\end{matrix}\right] $,$ \left[\begin{matrix}-4&5\\5&-6\\\end{matrix}\right] $,$ \left[\begin{matrix}4&-5\\-5&6\\\end{matrix}\right] $,$ \left[\begin{matrix}-4&5\\-5&-6\\\end{matrix}\right] $,b,matrices,none,2
456,"by elementary transformations, the inverse of $ \left[\begin{matrix}1&2&3\\2&3&4\\3&4&6\\\end{matrix}\right] $ is",$ \left[-\begin{matrix}1&-2&\ \ \ 3\\2&\ \ \ 3&\ \ \ 4\\3&\ \ \ 4&-6\\\end{matrix}\right] $,$ \left[\begin{matrix}2&0&-1\\2&-3&2\\-1&2&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}-2&0&1\\0&3&-2\\1&-2&1\\\end{matrix}\right] $,none of these,c,matrices,none,2
457,"find the inverse of the matrix $ a=\left[\begin{matrix}1&3\\2&7\\\end{matrix}\right] $, using elementary row transformations.",$ \left[\begin{matrix}5&-3\\-2&1\\\end{matrix}\right] $,$ \left[\begin{matrix}4&-3\\-2&1\\\end{matrix}\right] $,$ \left[\begin{matrix}7&-3\\-2&1\\\end{matrix}\right] $,,c,matrices,none,2
458,"by using elementary row transformations, find the inverse of the matrix $ a=\left[\begin{matrix}1&2\\3&7\\\end{matrix}\right] $.",$ \left[\begin{matrix}7&2\\-3&1\\\end{matrix}\right] $,$ \left[\begin{matrix}7&-3\\-3&1\\\end{matrix}\right] $,$ \left[\begin{matrix}7&-2\\-3&1\\\end{matrix}\right] $,$ \left[\begin{matrix}7&3\\-2&1\\\end{matrix}\right] $,c,matrices,none,2
459,"if $ a=\left[\begin{matrix}2x&0\\x&x\\\end{matrix}\right] $ and $ a^{-1}=\left[\begin{matrix}1&0\\-1&2\\\end{matrix}\right] $, then $ x $ equals",4,$ \frac{1}{2} $,3,$ -\frac{1}{2} $,b,matrices,none,2
460,"if $ a^2-a+i=o $, then the inverse of $ a $ is",$ i+a $,$ -a-i $,$ -a $,$ i-a $,d,matrices,none,2
461,"let $ a=\left[\begin{matrix}1&-1&1\\2&1&-3\\1&1&1\\\end{matrix}\right] $ and $ 10b=\left[\begin{matrix}4&2&2\\-5&0&\alpha\\1&-2&3\\\end{matrix}\right] $. if $ b $ is the inverse of matrix $ a $, then $ \alpha $ is",$ -3 $,2,5,-5,c,matrices,none,2
462,"if $ a=\left[\begin{matrix}1&0&0\\0&1&1\\0&-2&4\\\end{matrix}\right],6a^{-1}=a^2+ca+di $, then $ (c,d) $ is","$ (-6,1) $","$ (-1,-6) $","$ (11,-6) $","$ (-6,11) $",d,matrices,none,2
463,"let $ a=\left[\begin{matrix}1&2&2\\2&1&2\\2&2&1\\\end{matrix}\right] $, then",$ a^{-1}=\frac{1}{5}\left(a-4i_3\right) $,$ a^2-4a-5i_3=0 $,only (a),both (a) and (b),d,matrices,none,2
464,"if $ a^3=o $, then $ a^2+a+i= $",$ i+a $,$ (i+a)^{-1} $,$ (i-a)^{-1} $,$ i-a $,c,matrices,none,2
465,the matrix $ p=\left[\begin{matrix}0&0&4\\0&4&0\\4&0&0\\\end{matrix}\right] $ is,unit matrix,diagonal matrix,square matrix,none of these,c,matrices,none,1
466,total number of possible matrices of order $ 3\times3 $ with each entry 2 or 0 is,512,270,381,513,a,matrices,none,2
467,"if $ \left[\begin{matrix}2x+y&4x\\5x-7&4x\\\end{matrix}\right]=\left[\begin{matrix}7&7y-13\\y&x+6\\\end{matrix}\right] $, then the values of $ x,y $ respectively are","3,10","2,5","2,3","3,30",c,matrices,none,2
468,"if $ a $ and $ b $ are two matrices of the order $ 3\timesm $ and $ 3\times n $, respectively, and $ m=n $, then the order of matrix $ (5a-2b) $ is",$ m\timesm $,$ 3\timesn $,$ n\times n $,$ 3\times3 $,b,matrices,none,1
469,"if $ a=\left[\begin{matrix}0&1\\1&0\\\end{matrix}\right] $, then $ a^2 $ is equal to",$ \left[\begin{matrix}1&1\\1&0\\\end{matrix}\right] $,$ \left[\begin{matrix}1&0\\0&1\\\end{matrix}\right] $,$ \left[\begin{matrix}0&1\\1&1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&0\\1&1\\\end{matrix}\right] $,b,matrices,none,1
470,if matrix $ a=\left[a_{ij}\right]_{2\times2} $ where $ a_{ij}=\left\{\begin{matrix}1&\mathrm{\ if\ }&i\neq j\\0&\mathrm{\ if\ }&i=j\\\end{matrix}\right. $  then $ a^2 $ is equal to,$ o $,$ -a $,$ i $,none of these,c,matrices,none,2
471,the matrix $ \left[\begin{matrix}1&0&0\\0&2&0\\0&0&0\\\end{matrix}\right] $ is a,zero matrix,skew-symmetric matrix,symmetric matrix,none of these,c,matrices,none,1
472,the matrix $ \left[\begin{matrix}0&-5&8\\5&0&12\\-8&-12&0\\\end{matrix}\right] $ is a,identity matrix,skew-symmetric matrix,symmetric matrix,scalar matrix,b,matrices,none,1
473,"if $ a $ is a matrix of order $ m\times n $ and $ b $ is a matrix such that $ ab^\prime $ and $ b^\prime a $ are both defined, then order of matrix $ b $ is",$ m\times n $,$ n\times m $,$ n\times n $,$ m\times m $,a,matrices,none,1
474,"if $ a $ and $ b $ are matrices of same order, then $ \left(ab\prime-ba\prime\right) $ is a",symmetric matrix,zero matrix,skew-symmetric matrix,identity matrix,c,matrices,none,2
475,"if $ a $ is a square matrix such that $ a^2=i $, then $ (a-i)^3+(a+i)^3-7a $ is equal to",2a,$ i+a $,$ i-a $,$ a $,d,matrices,none,2
476,"for any two matrices $ a $ and $ b $, we have",$ ab\neq ba $,$ ab=ba\  $,$ ab=i $,none of the above,d,matrices,none,1
477,"on using elementary column operation $ c_2\rightarrow c_2-2c_1 $ in the following matrix equation $ \left[\begin{matrix}1&-3\\2&4\\\end{matrix}\right]=\left[\begin{matrix}1&-1\\0&1\\\end{matrix}\right]\left[\begin{matrix}3&1\\2&4\\\end{matrix}\right] $, we haves",$ \left[\begin{matrix}1&-5\\2&0\\\end{matrix}\right]=\left[\begin{matrix}1&-1\\0&1\\\end{matrix}\right]\left[\begin{matrix}3&-5\\2&0\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-5\\0&4\\\end{matrix}\right]=\left[\begin{matrix}1&1\\0&1\\\end{matrix}\right]\left[\begin{matrix}3&5\\0&2\\\end{matrix}\right] $,$ \left[\begin{matrix}1&5\\2&0\\\end{matrix}\right]=\left[\begin{matrix}1&-3\\0&-1\\\end{matrix}\right]\left[\begin{matrix}3&1\\-2&4\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-5\\0&4\\\end{matrix}\right]=\left[\begin{matrix}1&-1\\-2&-2\\\end{matrix}\right]\left[\begin{matrix}3&-5\\2&0\\\end{matrix}\right] $,a,matrices,none,2
478,"find the value of $ a^{-1}-b^{-1} $, where $ a=\left[\begin{matrix}3&-2&-1\\-4&1&-1\\2&0&1\\\end{matrix}\right]& $ $ b=\left[\begin{matrix}1&2&-2\\-1&3&0\\0&-2&1\\\end{matrix}\right] $",$ \left[\begin{matrix}10&-6&-4\\5&-4&1\\-3&0&-2\\\end{matrix}\right] $,$ \left[\begin{matrix}2&0&3\\1&4&5\\4&6&10\\\end{matrix}\right] $,$ \left[\begin{matrix}-2&0&-3\\1&4&5\\-4&-6&-10\\\end{matrix}\right] $,$ \left[\begin{matrix}-2&0&-3\\-1&4&-5\\-4&-6&-10\\\end{matrix}\right] $,c,matrices,none,2
479,if $ a=\left[\begin{matrix}2&4&-1\\3&5&8\\1&-2&1\\\end{matrix}\right] $ written as $ p+q $. where $ p $ is symmetric matrix and $ q $ is skew symmetric matrix then find $ p $.,$ \left[\begin{matrix}2&7/2&0\\7/2&5&3\\0&3&1\\\end{matrix}\right] $,$ \left[\begin{matrix}5&3&1\\0&4&5/2\\5/2&1&7/2\\\end{matrix}\right] $,$ \left[\begin{matrix}7/2&2&0\\13&4&0\\0&3&1\\\end{matrix}\right] $,$ \left[\begin{matrix}0&1&5\\3&7/2&0\\0&5&1/2\\\end{matrix}\right] $,a,matrices,none,2
480,"if $ p=\left[\begin{matrix}2&-2&-4\\-1&3&4\\1&-2&-3\\\end{matrix}\right] $, then $ p^5 $ equals",$ 3p $,$ p $,$ -4p $,$ 2p $,b,matrices,none,2
481,"if $ a=\left[\begin{matrix}0&-1\\1&0\\\end{matrix}\right] $, then which one of the following statements is not correct?",$ a^2+i=a{(a}^2-i) $,$ a^3-i=a(a-i) $,$ a^4-i=a^2+i $,$ a^3+i=a(a^3-i) $,a,matrices,none,2
482,for two $ 3\times3 $ matrices $ a $ and $ b $ let $ a+b=2b^\prime $and $ 3a+2b=i_3 $where $ b\prime $ is the transpose of $ b $ and $ i_3 $ is $ 3\times3 $ identity matrix. then,$ 3a+6b=2i_3 $,$ 5a+10b=2i_3 $,$ 10a+5b=3i_3 $,$ b+2a=i_3 $,c,matrices,none,3
483,"if $ a $ is a symmetric matrix and $ b $ is a skew symmetric matrix such then $ a+b=\left[\begin{matrix}2&3\\5&-1\\\end{matrix}\right] $, then $ ab $ is  equal to",$ \left[\begin{matrix}4&-2\\1&-4\\\end{matrix}\right] $,$ \left[\begin{matrix}4&-2\\-1&-4\\\end{matrix}\right] $,$ \left[\begin{matrix}-4&2\\1&-4\\\end{matrix}\right] $,$ \left[\begin{matrix}-4&-2\\-1&4\\\end{matrix}\right] $,b,matrices,none,3
484,"if $ a=\left[\begin{matrix}1&2&2\\2&1&-2\\a&2&b\\\end{matrix}\right] $ is a matrix satisfying the equation $ aa^t=9i $, where $ i $ is a $ 3\times3 $ identity matrix, then the ordered pair $ (a,b) $ is equal to","$ (-2,-1) $","$ (2,-1) $","$ (-2,1) $","$ (2,1) $",a,matrices,none,3
485,let $ a $ be $ 3\times3 $ matrix such that$ a^2-5a+7i=0 $ statement - i:$ \ a^{-1}=\frac{1}{7}(5i-a) $. statement - ii: the polynomial  $ a^3-2a^2-3a+i $ can be reduced to $ 5(a-4i) $,both the statements are false.,both the statements are true.,"statement - i is true, but statement-ii is false","statement - i is false, but statement-ii is true",b,matrices,none,3
486,let $ a=\left[\begin{matrix}1&0&0\\1&1&0\\1&1&1\\\end{matrix}\right] $ and $ b=a^{20} $. then the sum of the elements of the first column of $ b $ is,231,241,221,211,a,matrices,none,3
487,let $ p=\left[\begin{matrix}1&0&0\\3&1&0\\9&3&1\\\end{matrix}\right] $ and $ q=\left(q_{ij}\right) $ be two $ 3\times3 $ matrices such that $ q-p^5=i_3 $ if then$ \frac{q_{21}+q_{31}}{q_{32}} $ is equal to,11,13,91,10,d,matrices,none,3
488,let $ a=\left(\begin{matrix}1&0&0\\0&1&1\\1&0&0\\\end{matrix}\right) $. then $ a^{2025}-a^{\mathrm{2020\ }} $ is equal to,$ a^5-a $,$ a^5 $,$ a^6 $,$ a^6-a $,d,matrices,none,3
489,"let $ a+2b=\left[\begin{matrix}1&2&0\\6&-3&3\\-5&3&1\\\end{matrix}\right] $ and $ 2a-b=\left[\begin{matrix}2&-1&5\\2&-1&6\\0&1&2\\\end{matrix}\right] $. if $ tr(a) $ denotes the sum of all diagonal elements of the matrix $ a $, then$ tr\left(a\right)-tr(b) $   has value equal to",4,3,2,0,c,matrices,none,3
490,"let $ a=\left[a_{ij}\right] $ be a real matrix of order $ 3\times3 $, such that $ a_{i1}+a_{i2}+a_{i3}=1 $. for $ i=1,2,3 $. then, the sum of all the entries of the matrix $ a^3 $ is equal to",5,3,4,1,b,matrices,none,3
491,"let $ a $ be symmetric matrix of order 2 with integer entries . if the sum of the diagonal elements of   $ a^2 $ is 1, then the possible number of such matrices",5,3,1,4,d,matrices,none,3
